timestep,battery_1,battery_2,battery_3,battery_4,battery_5,battery_6,battery_7,battery_8,battery_9,battery_10,battery_11,battery_12,battery_13,battery_14,battery_15
289.93288590604027,31.603460777181628,31.96907989647445,31.979033168676157,31.979239492171086,31.979251587308827,31.979774691436347,32.00544787713269,32.974692363446856,32.00544787713269,31.979774691436347,31.979251587308827,31.979239492171086,31.979033168676157,31.96907989647445,31.603460777181628
314.09395973154363,32.451800393331986,32.87425608760295,32.886674835008655,32.88695327156492,32.88697097234214,32.88768092278047,32.91994597509718,34.050640033963546,32.91994597509718,32.88768092278047,32.88697097234214,32.88695327156492,32.886674835008655,32.87425608760295,32.45180039333198
338.25503355704694,33.283673626865024,33.76606535776877,33.78128761260069,33.78165453722957,33.78167969308395,33.78262062302345,33.82245829488059,35.12606971506258,33.82245829488059,33.78262062302345,33.78167969308395,33.78165453722957,33.78128761260069,33.76606535776877,33.283673626865024
362.4161073825503,34.09942936053088,34.64468050001841,34.663056044927956,34.66352974585654,34.66356461375477,34.66478635300639,34.71322983800745,36.20106164752786,34.71322983800745,34.66478635300639,34.66356461375477,34.66352974585654,34.663056044927956,34.64468050001841,34.09942936053088
386.5771812080537,34.89940838437338,35.51027314794718,35.53216197629317,35.53276269474915,35.53280997392533,35.534368268529036,35.59250062098596,37.275700348710515,35.59250062098596,35.534368268529036,35.53280997392533,35.53276269474915,35.53216197629317,35.51027314794718,34.89940838437338
410.73825503355704,35.68394267607227,36.36301392796743,36.38878438410051,36.38953439290618,36.389597256527175,36.391554125490664,36.460504863747204,38.35007570672674,36.460504863747204,36.391554125490664,36.389597256527175,36.38953439290618,36.38878438410051,36.36301392796743,35.68394267607227
434.8993288590604,36.453356581036715,37.20307215787545,37.23309966016248,37.2340232543507,37.23410539711889,37.23652925988783,37.31747218885129,39.42428145960726,37.31747218885129,37.23652925988783,37.23410539711889,37.2340232543507,37.23309966016248,37.20307215787545,36.453356581036715
459.0604026845637,37.207967371217045,38.0306157466826,38.06528174047358,38.066405204380985,38.066510888897476,38.06947662240771,38.16362811045499,40.498414638570864,38.16362811045499,38.06947662240771,38.066510888897476,38.066405204380985,38.06528174047358,38.03061574668259,37.207967371217045
483.2214765100671,37.948085245104764,38.845811194615266,38.885502105210314,38.886853679570486,38.886987782698355,38.89057677842815,38.99919403431177,41.57257556802446,38.99919403431177,38.89057677842815,38.886987782698355,38.886853679570486,38.885502105210314,38.845811194615266,37.948085245104764
507.38255033557044,38.674013327732524,39.64882359311491,39.69392977873117,39.69553962776781,39.69570768699539,39.70000790801762,39.82438725777177,42.64686786556304,39.82438725777177,39.70000790801762,39.69570768699539,39.69553962776781,39.69392977873117,39.648823593114905,38.674013327732524
